JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460057.789873,8.918,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.078,Z,18.200,17.851,,PNV J17224490-4137160,VVS,STD,,,,
2460057.789971,7.105,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.078,Z,18.867,18.123,,PNV J17224490-4137160,VVS,STD,,,,
2460057.790168,8.081,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.078,Z,18.740,18.126,,PNV J17224490-4137160,VVS,STD,,,,
2460057.790278,8.913,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.078,Z,18.159,17.810,,PNV J17224490-4137160,VVS,STD,,,,
2460057.790388,7.050,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.078,Z,18.780,18.175,,PNV J17224490-4137160,VVS,STD,,,,
2460057.790561,8.038,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.077,Z,18.740,18.121,,PNV J17224490-4137160,VVS,STD,,,,
2460057.790671,8.913,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.077,Z,18.205,17.825,,PNV J17224490-4137160,VVS,STD,,,,
2460057.790781,7.075,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.077,Z,18.795,18.147,,PNV J17224490-4137160,VVS,STD,,,,
2460057.790955,8.075,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.077,Z,18.774,18.208,,PNV J17224490-4137160,VVS,STD,,,,
2460057.791065,8.884,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.077,Z,18.192,17.844,,PNV J17224490-4137160,VVS,STD,,,,
2460057.791175,7.097,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.077,Z,18.757,18.032,,PNV J17224490-4137160,VVS,STD,,,,
2460057.791348,8.028,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.077,Z,18.776,18.170,,PNV J17224490-4137160,VVS,STD,,,,
2460057.791458,8.884,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.076,Z,18.201,17.801,,PNV J17224490-4137160,VVS,STD,,,,
2460057.791568,7.180,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.076,Z,18.778,18.112,,PNV J17224490-4137160,VVS,STD,,,,
2460057.7917,8.1,,,Vis.,AAX,,78,82,X28661BO,,,,Z,,,,V1716 SCO,NEOA-JBS,STD,,,,
2460057.791742,8.069,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.076,Z,18.740,18.200,,PNV J17224490-4137160,VVS,STD,,,,
2460057.791852,8.908,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.076,Z,18.165,17.788,,PNV J17224490-4137160,VVS,STD,,,,
2460057.791962,7.169,0.008,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.076,Z,18.729,18.031,,PNV J17224490-4137160,VVS,STD,,,,
2460057.792135,8.007,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.076,Z,18.768,18.138,,PNV J17224490-4137160,VVS,STD,,,,
2460057.792245,8.939,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.075,Z,18.123,17.796,,PNV J17224490-4137160,VVS,STD,,,,
2460057.792355,7.078,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.075,Z,18.732,17.931,,PNV J17224490-4137160,VVS,STD,,,,
2460057.792529,8.038,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.075,Z,18.782,18.135,,PNV J17224490-4137160,VVS,STD,,,,
2460057.792639,8.920,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.075,Z,18.143,17.801,,PNV J17224490-4137160,VVS,STD,,,,
2460057.792749,7.115,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.075,Z,18.808,18.068,,PNV J17224490-4137160,VVS,STD,,,,
2460057.792934,8.058,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.075,Z,18.747,18.120,,PNV J17224490-4137160,VVS,STD,,,,
2460057.793044,8.905,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.075,Z,18.176,17.801,,PNV J17224490-4137160,VVS,STD,,,,
2460057.793154,7.108,0.008,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.074,Z,18.730,18.031,,PNV J17224490-4137160,VVS,STD,,,,
2460057.793351,8.059,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.074,Z,18.786,18.150,,PNV J17224490-4137160,VVS,STD,,,,
2460057.793449,8.916,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.074,Z,18.157,17.809,,PNV J17224490-4137160,VVS,STD,,,,
2460057.793559,7.152,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.074,Z,18.755,17.984,,PNV J17224490-4137160,VVS,STD,,,,
2460057.793756,8.098,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.074,Z,18.735,18.130,,PNV J17224490-4137160,VVS,STD,,,,
2460057.793866,8.921,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.074,Z,18.150,17.774,,PNV J17224490-4137160,VVS,STD,,,,
2460057.793964,7.082,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.074,Z,18.733,18.003,,PNV J17224490-4137160,VVS,STD,,,,
2460057.794161,8.028,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.073,Z,18.810,18.187,,PNV J17224490-4137160,VVS,STD,,,,
2460057.794271,8.947,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.073,Z,18.155,17.801,,PNV J17224490-4137160,VVS,STD,,,,
2460057.794381,7.087,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.073,Z,18.729,18.078,,PNV J17224490-4137160,VVS,STD,,,,
2460057.794554,8.030,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.073,Z,18.789,18.112,,PNV J17224490-4137160,VVS,STD,,,,
2460057.794664,8.934,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.073,Z,18.162,17.787,,PNV J17224490-4137160,VVS,STD,,,,
2460057.794774,7.172,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.073,Z,18.803,17.985,,PNV J17224490-4137160,VVS,STD,,,,
2460057.794959,8.002,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.073,Z,18.796,18.146,,PNV J17224490-4137160,VVS,STD,,,,
2460057.795069,8.908,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.072,Z,18.165,17.827,,PNV J17224490-4137160,VVS,STD,,,,
2460057.795179,7.072,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.072,Z,18.776,18.132,,PNV J17224490-4137160,VVS,STD,,,,
2460057.795365,8.054,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.072,Z,18.746,18.128,,PNV J17224490-4137160,VVS,STD,,,,
2460057.795475,8.910,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.072,Z,18.149,17.792,,PNV J17224490-4137160,VVS,STD,,,,
2460057.795584,6.997,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.072,Z,18.871,18.140,,PNV J17224490-4137160,VVS,STD,,,,
2460057.795781,8.048,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.072,Z,18.749,18.102,,PNV J17224490-4137160,VVS,STD,,,,
2460057.795891,8.907,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.072,Z,18.143,17.791,,PNV J17224490-4137160,VVS,STD,,,,
2460057.796001,7.131,0.008,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.072,Z,18.675,17.978,,PNV J17224490-4137160,VVS,STD,,,,
2460057.796186,8.020,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.071,Z,18.797,18.153,,PNV J17224490-4137160,VVS,STD,,,,
2460057.796296,8.917,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.071,Z,18.136,17.786,,PNV J17224490-4137160,VVS,STD,,,,
2460057.796406,7.115,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.071,Z,18.731,18.052,,PNV J17224490-4137160,VVS,STD,,,,
2460057.796580,8.018,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.071,Z,18.769,18.155,,PNV J17224490-4137160,VVS,STD,,,,
2460057.796690,8.979,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.071,Z,18.145,17.807,,PNV J17224490-4137160,VVS,STD,,,,
2460057.796800,6.980,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.071,Z,18.880,18.030,,PNV J17224490-4137160,VVS,STD,,,,
2460057.796985,8.070,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.071,Z,18.745,18.118,,PNV J17224490-4137160,VVS,STD,,,,
2460057.797095,8.913,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.070,Z,18.162,17.786,,PNV J17224490-4137160,VVS,STD,,,,
2460057.797205,7.183,0.008,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.070,Z,18.714,18.063,,PNV J17224490-4137160,VVS,STD,,,,
2460057.797390,8.027,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.070,Z,18.734,18.144,,PNV J17224490-4137160,VVS,STD,,,,
2460057.797500,8.935,0.006,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.070,Z,18.144,17.809,,PNV J17224490-4137160,VVS,STD,,,,
2460057.797610,7.179,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.070,Z,18.750,18.051,,PNV J17224490-4137160,VVS,STD,,,,
2460057.797807,8.009,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.070,Z,18.851,18.228,,PNV J17224490-4137160,VVS,STD,,,,
2460057.797917,8.912,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.070,Z,18.246,17.885,,PNV J17224490-4137160,VVS,STD,,,,
2460057.798027,7.077,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.070,Z,18.756,18.036,,PNV J17224490-4137160,VVS,STD,,,,
2460057.798200,8.025,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.069,Z,18.835,18.255,,PNV J17224490-4137160,VVS,STD,,,,
2460057.798310,8.942,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.069,Z,18.195,17.873,,PNV J17224490-4137160,VVS,STD,,,,
2460057.798420,7.116,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.069,Z,18.773,18.035,,PNV J17224490-4137160,VVS,STD,,,,
2460057.798617,8.025,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.069,Z,18.797,18.124,,PNV J17224490-4137160,VVS,STD,,,,
2460057.798727,8.925,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.069,Z,18.165,17.781,,PNV J17224490-4137160,VVS,STD,,,,
2460057.798837,7.054,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.069,Z,18.774,18.158,,PNV J17224490-4137160,VVS,STD,,,,
2460057.799022,8.081,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.069,Z,18.780,18.249,,PNV J17224490-4137160,VVS,STD,,,,
2460057.799132,8.949,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.069,Z,18.231,17.909,,PNV J17224490-4137160,VVS,STD,,,,
2460057.799242,7.163,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.068,Z,18.909,18.227,,PNV J17224490-4137160,VVS,STD,,,,
2460057.799439,8.001,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.068,Z,18.803,18.188,,PNV J17224490-4137160,VVS,STD,,,,
2460057.799537,8.925,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.068,Z,18.149,17.811,,PNV J17224490-4137160,VVS,STD,,,,
2460057.799647,7.081,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.068,Z,18.842,18.053,,PNV J17224490-4137160,VVS,STD,,,,
2460057.799844,8.016,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.068,Z,18.799,18.140,,PNV J17224490-4137160,VVS,STD,,,,
2460057.799954,8.911,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.068,Z,18.157,17.809,,PNV J17224490-4137160,VVS,STD,,,,
2460057.800064,7.133,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.068,Z,18.764,18.063,,PNV J17224490-4137160,VVS,STD,,,,
2460057.800249,8.010,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.068,Z,18.815,18.137,,PNV J17224490-4137160,VVS,STD,,,,
2460057.800359,8.930,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.067,Z,18.163,17.793,,PNV J17224490-4137160,VVS,STD,,,,
2460057.800469,7.092,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.067,Z,18.746,18.006,,PNV J17224490-4137160,VVS,STD,,,,
2460057.800642,8.078,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.067,Z,18.754,18.139,,PNV J17224490-4137160,VVS,STD,,,,
2460057.800752,8.939,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.067,Z,18.153,17.794,,PNV J17224490-4137160,VVS,STD,,,,
2460057.800862,7.108,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.067,Z,18.814,18.140,,PNV J17224490-4137160,VVS,STD,,,,
2460057.801568,7.061,0.011,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.066,Z,19.034,18.164,,PNV J17224490-4137160,VVS,STD,,,,
2460057.801973,7.120,0.011,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.066,Z,19.106,18.294,,PNV J17224490-4137160,VVS,STD,,,,
2460057.802378,7.081,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.066,Z,18.818,18.055,,PNV J17224490-4137160,VVS,STD,,,,
2460057.802795,7.135,0.010,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.065,Z,18.892,18.043,,PNV J17224490-4137160,VVS,STD,,,,
2460057.803189,7.139,0.010,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.065,Z,19.009,18.276,,PNV J17224490-4137160,VVS,STD,,,,
2460057.803605,7.176,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.065,Z,18.801,18.024,,PNV J17224490-4137160,VVS,STD,,,,
2460057.804010,7.104,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.065,Z,18.884,18.074,,PNV J17224490-4137160,VVS,STD,,,,
2460057.804427,7.143,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.064,Z,18.856,18.018,,PNV J17224490-4137160,VVS,STD,,,,
2460057.804832,7.067,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.064,Z,18.844,18.082,,PNV J17224490-4137160,VVS,STD,,,,
2460057.805249,7.124,0.010,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.064,Z,18.898,18.054,,PNV J17224490-4137160,VVS,STD,,,,
2460057.805654,7.058,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.063,Z,18.825,17.966,,PNV J17224490-4137160,VVS,STD,,,,
2460057.806071,7.046,0.010,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.063,Z,18.914,18.209,,PNV J17224490-4137160,VVS,STD,,,,
2460057.807297,7.100,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.062,Z,18.790,18.054,,PNV J17224490-4137160,VVS,STD,,,,
2460057.807703,7.084,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.062,Z,18.774,17.982,,PNV J17224490-4137160,VVS,STD,,,,
2460057.808096,7.130,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.062,Z,18.821,17.993,,PNV J17224490-4137160,VVS,STD,,,,
2460057.808490,7.111,0.009,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.061,Z,18.782,17.929,,PNV J17224490-4137160,VVS,STD,,,,
2460057.809306,7.127,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.061,Z,18.056,17.321,,PNV J17224490-4137160,VVS,STD,,,,
2460057.809711,7.089,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.061,Z,18.210,17.354,,PNV J17224490-4137160,VVS,STD,,,,
2460057.810127,7.113,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.061,Z,18.116,17.347,,PNV J17224490-4137160,VVS,STD,,,,
2460057.810544,7.196,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.060,Z,18.124,17.353,,PNV J17224490-4137160,VVS,STD,,,,
2460057.811539,8.072,0.007,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.060,Z,18.095,17.495,,PNV J17224490-4137160,VVS,STD,,,,
2460057.811644,8.891,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.060,Z,18.185,17.803,,PNV J17224490-4137160,VVS,STD,,,,
2460057.811748,6.997,0.007,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.060,Z,18.290,17.413,,PNV J17224490-4137160,VVS,STD,,,,
2460057.811944,8.061,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.060,Z,18.064,17.471,,PNV J17224490-4137160,VVS,STD,,,,
2460057.812060,9.006,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.060,Z,18.149,17.823,,PNV J17224490-4137160,VVS,STD,,,,
2460057.812164,7.085,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.059,Z,18.147,17.326,,PNV J17224490-4137160,VVS,STD,,,,
2460057.812361,8.111,0.007,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.059,Z,18.086,17.472,,PNV J17224490-4137160,VVS,STD,,,,
2460057.812465,8.904,0.007,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.059,Z,18.232,17.873,,PNV J17224490-4137160,VVS,STD,,,,
2460057.812569,7.130,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.059,Z,18.175,17.394,,PNV J17224490-4137160,VVS,STD,,,,
2460057.813785,8.087,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.059,Z,18.047,17.407,,PNV J17224490-4137160,VVS,STD,,,,
2460057.813912,8.936,0.004,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.059,Z,17.161,16.794,,PNV J17224490-4137160,VVS,STD,,,,
2460057.814051,7.078,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.059,Z,18.048,17.255,,PNV J17224490-4137160,VVS,STD,,,,
2460057.814259,8.077,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.059,Z,18.028,17.423,,PNV J17224490-4137160,VVS,STD,,,,
2460057.814398,8.928,0.004,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.058,Z,17.152,16.805,,PNV J17224490-4137160,VVS,STD,,,,
