JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460053.19375,<12.5,,,Vis.,PEX,,12.5,,X28654DF,Estimate from a DSLR image.  125 comparison star is UCAC4 242-117155.,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460054.19028,<12.5,,,Vis.,PEX,,125,,X28654DF,Estimate from a DSLR image.  125 comparison star is UCAC4 242-117155.,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460055.20486,8.0,,,Vis.,PEX,,73,82,X28654DF,APASS V mags for comparison stars 73 - UCAC4 240-117659 and 82 - UCAC4 240-118317,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460055.22002,8.475,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-8.915|CREFERR=0.020|CREFMAG=11.849|KMAG=12.734|KMAGINS=-8.029|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.289|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.163,Z,-8.915,-8.029,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.22153,7.9,,,Vis.,PEX,,73,82,X28654DF,APASS V mags for comparison stars 73 - UCAC4 240-117659 and 82 - UCAC4 240-118317,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460055.22350,6.343,0.016,,I,PEX,,113,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.394|CREFERR=0.187|CREFMAG=10.452|KMAG=10.975|KMAGINS=-7.871|KREFERR=0.193|KREFMAG=10.984|VMAGINS=-12.503,0,1.152,Z,-8.394,-7.871,,V1716 SCO,AAVSO,STD,,,,
2460055.22395,8.482,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-8.836|CREFERR=0.020|CREFMAG=11.849|KMAG=12.748|KMAGINS=-7.937|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.203|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.150,Z,-8.836,-7.937,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.22429,7.638,0.001,,V,PEX,,113,121,X28654DF,|CMAGINS=-9.670|CREFERR=0.085|CREFMAG=11.365|KMAG=12.106|KMAGINS=-8.929|KREFERR=0.081|KREFMAG=12.098|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-13.397|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.149,Z,-9.670,-8.929,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.22461,6.943,0.008,,R,PEX,,113,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.771|CREFERR=0.147|CREFMAG=10.877|KMAG=11.185|KMAGINS=-9.463|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-13.705,0,1.148,Z,-9.771,-9.463,,V1716 SCO,AAVSO,STD,,,,
2460055.22495,6.355,0.032,,I,PEX,,113,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.441|CREFERR=0.187|CREFMAG=10.452|KMAG=10.875|KMAGINS=-8.017|KREFERR=0.193|KREFMAG=10.984|VMAGINS=-12.538,0,1.147,Z,-8.441,-8.017,,V1716 SCO,AAVSO,STD,,,,
2460055.25538,6.260,0.016,,I,PEX,,113,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.399|CREFERR=0.187|CREFMAG=10.452|KMAG=10.968|KMAGINS=-7.883|KREFERR=0.193|KREFMAG=10.984|VMAGINS=-12.591,0,1.074,Z,-8.399,-7.883,,V1716 SCO,AAVSO,STD,,,,
2460055.25583,8.496,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-8.851|CREFERR=0.020|CREFMAG=11.849|KMAG=12.690|KMAGINS=-8.010|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.205|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.073,Z,-8.851,-8.010,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.25649,6.925,0.010,,R,PEX,,113,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.829|CREFERR=0.147|CREFMAG=10.877|KMAG=11.266|KMAGINS=-9.441|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-13.782,0,1.072,Z,-9.829,-9.441,,V1716 SCO,AAVSO,STD,,,,
2460055.25683,6.280,0.033,,I,PEX,,113,,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.457|CREFERR=0.187|CREFMAG=10.452|VMAGINS=-12.629,0,1.071,Z,-8.457,,,V1716 SCO,AAVSO,STD,,,,
2460055.25972,7.6,,,Vis.,PEX,,73,82,X28654DF,APASS V mags for comparison stars 73 - UCAC4 240-117659 and 82 - UCAC4 240-118317,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460055.31824,8.349,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-9.019|CREFERR=0.020|CREFMAG=11.849|KMAG=12.701|KMAGINS=-8.167|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.518|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.014,Z,-9.019,-8.167,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.31858,7.455,0.001,,V,PEX,,113,121,X28654DF,|CMAGINS=-9.582|CREFERR=0.085|CREFMAG=11.365|KMAG=12.153|KMAGINS=-8.794|KREFERR=0.081|KREFMAG=12.098|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-13.492|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.014,Z,-9.582,-8.794,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.31888,6.735,0.012,,R,PEX,,ENSEMBLE,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|KMAG=11.207|KMAGINS=-9.494|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-13.966,0,1.014,Z,,11.207,,V1716 SCO,AAVSO,STD,,,,
2460055.31920,6.132,0.034,,I,PEX,,109,113,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.796|CREFERR=0.156|CREFMAG=10.119|KMAG=10.494|KMAGINS=-8.421|KREFERR=0.187|KREFMAG=10.452|VMAGINS=-12.783,0,1.014,Z,-8.796,-8.421,,V1716 SCO,AAVSO,STD,,,,
2460055.31957,8.336,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-8.998|CREFERR=0.020|CREFMAG=11.849|KMAG=12.756|KMAGINS=-8.091|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.511|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.014,Z,-8.998,-8.091,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.31991,7.411,0.001,,V,PEX,,113,121,X28654DF,|CMAGINS=-9.740|CREFERR=0.085|CREFMAG=11.365|KMAG=12.072|KMAGINS=-9.033|KREFERR=0.081|KREFMAG=12.098|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-13.694|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.014,Z,-9.740,-9.033,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.32023,6.757,0.023,,R,PEX,,ENSEMBLE,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|KMAG=11.205|KMAGINS=-9.498|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-13.946,0,1.014,Z,,11.205,,V1716 SCO,AAVSO,STD,,,,
2460055.32395,6.088,0.022,,I,PEX,,109,113,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.756|CREFERR=0.156|CREFMAG=10.119|KMAG=10.421|KMAGINS=-8.454|KREFERR=0.187|KREFMAG=10.452|VMAGINS=-12.787,0,1.014,Z,-8.756,-8.454,,V1716 SCO,AAVSO,STD,,,,
2460055.35375,8.191,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-8.899|CREFERR=0.020|CREFMAG=11.849|KMAG=12.626|KMAGINS=-8.122|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.557|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.027,Z,-8.899,-8.122,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.35507,7.349,0.001,,V,PEX,,113,121,X28654DF,|CMAGINS=-9.675|CREFERR=0.085|CREFMAG=11.365|KMAG=12.095|KMAGINS=-8.944|KREFERR=0.081|KREFMAG=12.098|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-13.690|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.028,Z,-9.675,-8.944,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.35537,6.686,0.013,,R,PEX,,ENSEMBLE,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|KMAG=11.264|KMAGINS=-9.451|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-14.029,0,1.028,Z,,11.264,,V1716 SCO,AAVSO,STD,,,,
2460055.35568,6.079,0.031,,I,PEX,,109,113,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.810|CREFERR=0.156|CREFMAG=10.119|KMAG=10.379|KMAGINS=-8.550|KREFERR=0.187|KREFMAG=10.452|VMAGINS=-12.850,0,1.029,Z,-8.810,-8.550,,V1716 SCO,AAVSO,STD,,,,
2460055.35606,8.193,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-8.857|CREFERR=0.020|CREFMAG=11.849|KMAG=12.667|KMAGINS=-8.040|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.513|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.029,Z,-8.857,-8.040,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.35672,6.697,0.017,,R,PEX,,ENSEMBLE,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|KMAG=11.207|KMAGINS=-9.493|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-14.003,0,1.030,Z,,11.207,,V1716 SCO,AAVSO,STD,,,,
2460055.35706,6.052,0.021,,I,PEX,,109,113,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.778|CREFERR=0.156|CREFMAG=10.119|KMAG=10.394|KMAGINS=-8.504|KREFERR=0.187|KREFMAG=10.452|VMAGINS=-12.845,0,1.030,Z,-8.778,-8.504,,V1716 SCO,AAVSO,STD,,,,
2460055.35972,7.6,,,Vis.,PEX,,73,82,X28654DF,APASS V mags for comparison stars 73 - UCAC4 240-117659 and 82 - UCAC4 240-118317,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460055.37274,8.206,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-9.043|CREFERR=0.020|CREFMAG=11.849|KMAG=12.758|KMAGINS=-8.134|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.686|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.048,Z,-9.043,-8.134,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.37307,7.321,0.001,,V,PEX,,113,121,X28654DF,|CMAGINS=-9.727|CREFERR=0.085|CREFMAG=11.365|KMAG=12.136|KMAGINS=-8.956|KREFERR=0.081|KREFMAG=12.098|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-13.771|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.048,Z,-9.727,-8.956,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.37338,6.627,0.046,,R,PEX,,ENSEMBLE,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|KMAG=11.190|KMAGINS=-9.481|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-14.044,0,1.049,Z,,11.190,,V1716 SCO,AAVSO,STD,,,,
2460055.37368,6.081,0.034,,I,PEX,,109,113,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.842|CREFERR=0.156|CREFMAG=10.119|KMAG=10.557|KMAGINS=-8.404|KREFERR=0.187|KREFMAG=10.452|VMAGINS=-12.880,0,1.049,Z,-8.842,-8.404,,V1716 SCO,AAVSO,STD,,,,
2460055.37407,8.190,0.001,,B,PEX,,113,121,X28654DF,|CMAGINS=-8.981|CREFERR=0.020|CREFMAG=11.849|KMAG=12.855|KMAGINS=-7.975|KREFERR=0.036|KREFMAG=12.717|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-12.640|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.050,Z,-8.981,-7.975,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.37440,7.287,0.001,,V,PEX,,113,121,X28654DF,|CMAGINS=-9.698|CREFERR=0.085|CREFMAG=11.365|KMAG=12.118|KMAGINS=-8.945|KREFERR=0.081|KREFMAG=12.098|OBSERVAT=PERTH OBSERVATORY|VMAGINS=-13.776|COMP STAR UCAC4 242-117569 AND CHECK STAR UCAC4 243-123373,0,1.050,Z,-9.698,-8.945,,PNV J17224490-4137160,AAVSO,STD,0,,,
2460055.37472,6.658,0.022,,R,PEX,,ENSEMBLE,115,X28678HU,|OBSERVAT=PERTH OBSERVATORY|KMAG=11.252|KMAGINS=-9.441|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-14.035,0,1.051,Z,,11.252,,V1716 SCO,AAVSO,STD,,,,
2460055.37505,6.061,0.019,,I,PEX,,109,113,X28678HU,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.786|CREFERR=0.156|CREFMAG=10.119|KMAG=10.432|KMAGINS=-8.473|KREFERR=0.187|KREFMAG=10.452|VMAGINS=-12.844,0,1.051,Z,-8.786,-8.473,,V1716 SCO,AAVSO,STD,,,,
2460055.38125,7.5,,,Vis.,PEX,,73,82,X28654DF,APASS V mags for comparison stars 73 - UCAC4 240-117659 and 82 - UCAC4 240-118317,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460055.45759,7.155,0.016,,V,PEX,,109,113,X28678HU,|CMAGINS=-9.464|CREFERR=0.053|CREFMAG=10.865|KMAG=11.249|KMAGINS=-9.080|KREFERR=0.069|KREFMAG=11.331|VMAGINS=-13.174,0,1.340,Z,-9.464,-9.080,,V1716 SCO,AAVSO,STD,,,,
2460055.60417,7.2,,,Vis.,SWQ,UK,66,726,SKY SAFARI,"""comp stars 66/730/726 , 20x80 binoculars""",,,Z,,,,PNV J17224490-4137160,REA,STD,,,,
2460055.60417,7.2,,,Vis.,ALRB,B,"""7,1""","""7,2""",x28654aqm  and stell,,,,Z,,,,PNV J17224490-4137160,,STD,,,,
2460055.62501,7.2,,,Vis.,DSJ,,6.6,7.4,AAVSO,,,,Z,,,,PNV J17224490-4137160,,STD,,,,
2460055.64306,7.3,,,Vis.,DCMA,,7.1,7.4,X28654ANK,,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460055.65278,7.2,,,Vis.,SWQ,BUK,66,726,SKY SAFARI,20x80 Bincoulars,,,Z,,,,PNV J17224490-4137160,REA,STD,,,,
2460055.6556,7.1,,,Vis.,NTA,,66,71,X28654ANO,,,,Z,,,,PNV J17224490-4137160,REA,STD,,,,
2460055.70139,7.0,,,Vis.,JNCA,B,70,73,Sky Safari 4 Pro,REFLECTOR NEWTON 180 MM F7 ,,,Z,,,,PNV J17224490-4137160,CASP,STD,,,,
2460055.75347,7.0,,,Vis.,PLA,,6.6,7.1,X28654ANC,Nova Scorpii 2023,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460055.77986,6.985,0.032,,TG,MEMC,,000-BPD-519,,X28654ANO,,0,1.049,Z,6.587,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460056.07274,8.010,0.007,,B,PEX,,109,115,X28668AN,|OBSERVAT=ITELESCOPE T17 SSO|CMAGINS=-9.697|CREFERR=0.015|CREFMAG=11.312|KMAG=11.897|KMAGINS=-9.112|KREFERR=0.012|KREFMAG=11.898|VMAGINS=-12.999,0,1.432,Z,-9.697,-9.112,,V1716 SCO,AAVSO,STD,,,,
2460056.07321,7.117,0.005,,V,PEX,,109,115,X28668AN,|OBSERVAT=ITELESCOPE T17 SSO|CMAGINS=-10.262|CREFERR=0.053|CREFMAG=10.865|KMAG=11.545|KMAGINS=-9.583|KREFERR=0.070|KREFMAG=11.544|VMAGINS=-14.011,0,1.429,Z,-10.262,-9.583,,V1716 SCO,AAVSO,STD,,,,
2460056.07359,5.825,0.005,,I,PEX,,109,115,X28668AN,|OBSERVAT=ITELESCOPE T17 SSO|CMAGINS=-10.728|CREFERR=0.156|CREFMAG=10.119|KMAG=10.957|KMAGINS=-9.890|KREFERR=0.193|KREFMAG=10.984|VMAGINS=-15.022,0,1.426,Z,-10.728,-9.890,,V1716 SCO,AAVSO,STD,,,,
2460056.07405,6.407,0.004,,R,PEX,,109,115,X28668AN,|OBSERVAT=ITELESCOPE T17 SSO|CMAGINS=-10.803|CREFERR=0.122|CREFMAG=10.480|KMAG=11.216|KMAGINS=-10.067|KREFERR=0.151|KREFMAG=11.256|VMAGINS=-14.876,0,1.423,Z,-10.803,-10.067,,V1716 SCO,AAVSO,STD,,,,
2460056.16806,7.4,,,Vis.,PEX,,73,82,X28654DF,APASS V mags for comparison stars 73 - UCAC4 240-117659 and 82 - UCAC4 240-118317,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460056.1805,7.1,,,Vis.,BNK,YK,66,78,X28654AYK,,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460056.22569,7.4,,,Vis.,PEX,,73,82,X28654DF,APASS V mags for comparison stars 73 - UCAC4 240-117659 and 82 - UCAC4 240-118317,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460056.26558,7.651,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.26722,7.673,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.26884,7.658,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.27044,7.642,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.27207,7.655,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.27369,7.645,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.27530,7.649,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.27694,7.644,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.27855,7.657,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.28016,7.642,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.28146,7.643,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.28277,7.663,0.001,,CV,RFDA,,HD 156957,,,,0,,Z,8.92,,,V1716 SCO,AAVSO,STD,1,,,
2460056.375,7.3,,,Vis.,PEX,,73,,X28654DF,APASS V mags for comparison stars 73 - UCAC4 240-117659,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460056.53472,7.3,,,Vis.,ALRB,BU,6.6,"""7,3""",x28661bo,bino 70mm,,,Z,,,,PNV J17224490-4137160,,STD,,,,
2460056.54167,7.0,,,Vis.,SWQ,BUK,66,72,ATLAS,20x80 Binoculars,,,Z,,,,PNV J17224490-4137160,REA,STD,,,,
2460056.593912,7.427,0.01,,V,CCT,,,,X28682AKJ,,0,,Z,10.9,,,V1716 SCO    ,REA,STD,,,,
2460056.62316,7.1,,,Vis.,GAGA,,6.6,7.3,X28661BO,Takahashi FS 102 mm,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460056.625,6.777,0.018,,V,PYG,,A2-0450-27288218,,A2,SLOOH CHILE,0,,Z,11.3,,,PNV J17224490-4137160,BAA-VSS,STD,,,,
2460056.625,7.3,,,Vis.,FFAD,,73,,X28661BO,,,,Z,,,,PNV J17224490-4137160,,STD,,,,
2460056.625,7.1,,,Vis.,DSJ,,6.6,7.4,AAVSO,11x80B,,,Z,,,,PNV J17224490-4137160,,STD,,,,
2460056.625,7.1,,,Vis.,SWQ,BK,66,72,ATLAS,20x80 Binoculars,,,Z,,,,PNV J17224490-4137160,REA,STD,,,,
2460056.63194,7.1,,,Vis.,JNCA,B,70,73,Sky Safari 4 Pro,REFLECTOR NEWTON 180 MM F7 ,,,Z,,,,PNV J17224490-4137160,CASP,STD,,,,
2460056.64583,7.2,0.01,,TG,AEUA,,COMP1,COMP2,X28654ANC,,0,"1,2",Z,-6.896,-7.408,,PNV J17224490-4137160,AAVSO,STD,,,,
2460056.64861,7.0,,,Vis.,DCMA,,6.6,7.1,X28654ANK,,,,Z,,,,PNV J17224490-4137160,AAVSO,STD,,,,
2460056.65625,7.0,,,Vis.,SWQ,BK,66,72,ATLAS,150mm f/5 newtonian @ 23x,,,Z,,,,PNV J17224490-4137160,REA,STD,,,,
2460056.7128,7.1,,,Vis.,NTA,,6.6,7.1,X28654ANO,,,,Z,,,,PNV J17224490-4137160,REA,STD,,,,
2460056.728895,7.416,0.010,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.234,Z,18.817,18.331,,PNV J17224490-4137160,VVS,STD,,,,
2460056.729300,7.370,0.011,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.233,Z,19.024,18.503,,PNV J17224490-4137160,VVS,STD,,,,
2460056.729716,7.538,0.008,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.231,Z,18.447,17.691,,PNV J17224490-4137160,VVS,STD,,,,
2460056.734172,7.475,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.214,Z,17.827,17.234,,PNV J17224490-4137160,VVS,STD,,,,
2460056.734578,7.445,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.213,Z,17.703,17.046,,PNV J17224490-4137160,VVS,STD,,,,
2460056.734983,7.478,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.211,Z,17.744,17.155,,PNV J17224490-4137160,VVS,STD,,,,
2460056.736198,7.418,0.007,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.207,Z,18.202,17.596,,PNV J17224490-4137160,VVS,STD,,,,
2460056.736997,7.490,0.007,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.204,Z,18.201,17.637,,PNV J17224490-4137160,VVS,STD,,,,
2460056.739404,7.413,0.007,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.196,Z,18.293,17.755,,PNV J17224490-4137160,VVS,STD,,,,
2460056.739797,7.378,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.194,Z,17.807,17.218,,PNV J17224490-4137160,VVS,STD,,,,
2460056.740000,6.566,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.194,Z,18.118,17.359,,PNV J17224490-4137160,VVS,STD,,,,
2460056.740203,7.488,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.193,Z,17.708,17.080,,PNV J17224490-4137160,VVS,STD,,,,
2460056.740307,8.416,0.009,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.193,Z,18.618,18.202,,PNV J17224490-4137160,VVS,STD,,,,
2460056.740405,6.566,0.006,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.192,Z,18.069,17.300,,PNV J17224490-4137160,VVS,STD,,,,
2460056.740596,7.369,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.192,Z,17.789,17.157,,PNV J17224490-4137160,VVS,STD,,,,
2460056.740799,6.525,0.007,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.191,Z,18.372,17.609,,PNV J17224490-4137160,VVS,STD,,,,
2460056.741001,7.382,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.190,Z,17.818,17.145,,PNV J17224490-4137160,VVS,STD,,,,
2460056.741105,8.415,0.009,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.190,Z,18.702,18.298,,PNV J17224490-4137160,VVS,STD,,,,
2460056.741192,6.535,0.007,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.190,Z,18.297,17.550,,PNV J17224490-4137160,VVS,STD,,,,
2460056.741499,8.414,0.010,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.189,Z,18.923,18.509,,PNV J17224490-4137160,VVS,STD,,,,
2460056.741597,6.467,0.008,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.188,Z,18.623,17.881,,PNV J17224490-4137160,VVS,STD,,,,
2460056.742002,6.552,0.008,,R,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.169  K =  8.411,0,1.187,Z,18.640,17.837,,PNV J17224490-4137160,VVS,STD,,,,
2460056.742205,7.445,0.006,,V,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.360  K =  8.733,0,1.187,Z,17.873,17.245,,PNV J17224490-4137160,VVS,STD,,,,
2460056.742309,8.426,0.009,,B,HMB,,APASS DR10 045-12340,APASS DR10 045-12337,X28661LS,STANDARD MAG: C =  9.764  K =  9.373,0,1.186,Z,18.673,18.275,,PNV J17224490-4137160,VVS,STD,,,,
